1.44589,1.06277,1.52992,2.32386,1.26263,0.872925,-0.508623,-0.0347893,-0.209792,0.483064,0.613312,1.02437,1.09551,0.715563,0.38674,1.24365,0.484641,0.299649,0.791225,1.0498,0.218874,0.228336,-0.488754,0.0687372,-0.376737,-0.617783,-0.361822,-1.3237,-1.40581,-1.372,-1.16465,-1.48179,-1.6688,-0.763546,-1.4219,-0.370863,-1.43788,0.552679,0.174145,0.203026,-1.1415,-2.48903,1.36047,0.790989,0.770182,0.400653,0.728843,1.97924,-0.441165,-0.0664979,-0.0206062,-0.203702,-0.597197,-0.89241,-0.795891,-0.505018,-0.811166,-0.907436,-1.18021,-0.498241,-1.45987,0.547692,-0.554415,0.43134,-0.123714,0.333614,0.675014,0.0479465,0.695471,-2.6873,1.01867,0.754111,0.0621816,0.412341,1.24455
0.504257,1.05424,0.226455,0.14303,-0.826759,-1.11567,-0.68458,-0.771086,-0.35976,1.07679,1.11338,1.56369,1.77521,1.95262,1.77736,1.23469,1.13305,1.45243,0.176887,-0.0809163,0.165092,-0.944432,0.89513,-0.981479,-1.78947,-1.07774,-1.58106,-0.841928,-1.28697,-0.904547,-1.68367,-1.14611,-0.555565,-1.00907,0.162928,-1.83858,-0.549762,-0.729104,0.192338,-0.115351,1.31632,0.380327,-0.260839,0.692532,0.137598,0.710065,1.49171,-0.238272,1.53695,0.367679,0.042809,0.743632,-0.0112209,-1.05341,1.00414,-0.49577,-1.55615,-1.75916,-1.77992,-1.08573,-0.262443,-0.0859278,0.340751,0.041139,0.0122739,-0.152236,0.149809,0.239402,-0.287753,1.86781,0.200861,-0.548671,0.618705,1.02688,0.930168
2.12932,0.25432,0.915713,0.805013,1.28489,2.15099,2.38288,1.96488,1.88479,0.765533,-0.934243,0.017622,-0.635828,-1.32815,-1.02904,0.273387,-0.0022987,0.0764519,-0.342123,-0.0501076,-0.516745,-0.0129119,-0.28524,-0.100458,0.342055,0.474908,0.937601,0.927461,1.00777,0.940143,1.06343,-0.488836,-0.272925,-1.29256,-0.382565,-1.5173,-1.04642,-2.53091,-2.0329,-1.79243,-1.54753,0.00897002,0.244206,-0.0106761,-0.320132,-2.18539,-0.281899,-0.426204,-0.654458,-1.08283,-0.748683,-0.55236,-0.0102657,0.0576514,-0.675902,0.309466,0.227441,0.218815,2.13299,0.170976,0.63136,0.90282,-0.332667,-0.170208,0.327691,0.274942,0.119458,-0.63961,0.452248,-0.597919,0.393391,-0.734454,-0.224587,0.57153,0.146649
1.51535,1.16286,1.26967,0.623862,1.04281,0.69974,1.39259,1.21225,1.48431,0.614761,1.09508,1.19821,1.95042,1.62202,1.79985,1.55572,1.46629,2.00237,1.43522,0.265773,1.0557,0.787459,0.199232,0.0387718,0.762465,-0.583111,0.0726103,-0.272641,-0.124852,-0.421353,-0.637595,-0.401716,-0.687563,0.114372,-0.885955,-0.723807,-1.31835,-0.116998,0.1242,-0.562486,0.0710864,0.631764,-0.139974,-0.187927,-0.387781,-0.251287,-0.16655,-1.17336,0.566599,0.47947,0.294838,-0.194769,-0.916109,-0.0975361,-1.23465,-0.796755,-1.03263,-1.86025,-1.70814,-0.955864,-0.738299,-1.19648,-0.557636,-0.166441,-1.85933,-1.46856,-1.36456,-0.589385,-0.166512,-1.54752,-0.39133,-0.485022,0.290205,-1.2969,-1.22995
0.943648,0.833252,1.4696,1.30863,1.43041,1.80471,2.03125,1.68757,1.67813,0.772318,1.03011,1.65362,1.22336,1.66725,1.54818,0.373479,1.31063,1.59088,0.587177,0.375734,0.589949,0.652994,0.0647063,0.33684,0.951682,0.254276,-0.0772375,0.0945006,-0.500304,-0.925848,-0.622071,-0.673205,-1.28412,-0.178525,-0.901053,-0.831933,-1.03905,-0.778556,-0.716633,-0.361157,-1.13893,0.138473,-0.370717,0.00781359,0.0201241,0.0480235,-0.14117,-0.0708334,0.820831,0.440267,0.561363,0.0628436,-0.43459,-0.408796,-0.410352,-0.289402,-0.665093,-0.336016,-0.762817,-1.80776,-0.773888,-1.52531,-2.42667,-0.981078,-1.63047,-1.84535,-1.22958,-0.881646,-1.03003,-0.854871,-0.34869,-0.297587,-0.527741,-0.00358288,-0.281953
1.25043,1.22781,1.25887,1.06123,0.564266,-0.179731,-0.41315,-0.535908,-0.54809,-0.843028,-0.613891,-0.69341,-0.528426,-1.02661,-0.861341,-0.846124,-0.843957,-0.870479,-1.24481,-1.35121,-1.1482,-1.02984,-1.15281,-1.28034,-1.16251,-1.34515,-1.27819,-1.52176,-1.43517,-1.52838,-1.34447,-1.17827,-1.39601,-1.18157,-1.10598,-1.20197,-1.09336,-0.825028,-0.649661,-0.0396228,-0.0978067,0.125399,0.560642,0.518532,0.516475,0.409554,0.840536,0.50131,0.724098,0.810155,0.742996,0.605049,0.352916,0.751314,0.647221,0.354786,0.684307,0.337237,0.699335,1.11033,1.17493,1.6906,1.27903,1.39006,1.16671,1.03276,1.32571,0.713565,0.915564,1.08844,0.840139,1.05299,1.28269,1.26372,1.52452
1.01421,-0.55022,0.0969537,-1.03441,-0.607371,0.614799,0.487687,0.630257,0.396741,0.700353,1.1893,0.606898,-1.11842,0.372448,-0.31206,0.910482,0.202204,0.732126,0.549626,-0.767789,-0.404689,0.0523745,0.151954,0.738821,0.304713,0.546613,1.0585,1.50396,1.57673,1.00431,1.55443,-0.124138,2.21096,2.52731,0.0201752,1.29843,0.607678,1.4067,-0.422255,-1.74638,-0.383653,-1.1738,-0.574268,-0.625592,-1.65709,-1.25047,-0.0922359,-1.74866,-1.31896,-1.44041,-1.66126,-0.88389,-0.343421,-0.5854,-0.253124,-0.151251,-0.0378968,-0.331969,-0.62975,-1.13169,-0.700169,-1.86111,-0.899094,-1.39216,-1.07742,-0.854163,-0.623578,1.12476,0.430966,0.178633,1.73543,0.873859,0.66749,-0.279573,0.970904
1.04266,0.906544,1.22739,1.19374,1.19581,1.71127,1.33466,1.39456,1.42932,1.31345,1.10619,1.37182,1.10739,1.48894,1.44521,1.62856,1.58072,1.67091,0.928918,0.257284,0.391504,0.339337,-0.00838811,0.2881,0.128428,0.0367885,0.240891,-0.077429,-0.211786,-0.140615,-0.23938,-1.22017,-1.04209,-1.50393,-0.942895,-1.76046,-1.57352,-1.83301,-2.23924,-1.14761,-0.784675,-0.283647,-0.223364,-0.06269,-0.0198161,-0.3441,-0.391858,-0.412241,0.536511,0.0944242,0.422605,0.294891,-0.551142,0.0967197,-0.290993,-1.1056,-0.966524,-0.995266,-0.831272,-1.46885,-1.68284,-0.925824,-1.20118,-1.06054,-1.08912,-0.677304,-0.937645,-0.389026,0.247619,0.190209,0.136543,0.3228,0.179529,0.651115,0.702661
1.08409,1.25568,1.25859,1.23466,0.910672,1.4044,1.14987,1.12294,1.09182,1.31146,1.20078,1.66544,1.2103,1.32658,1.15056,1.6615,1.60078,1.97612,0.715401,-0.174698,0.339575,-0.0254348,-0.680939,0.527779,0.891096,0.860864,1.04979,-0.223494,-0.531349,0.46583,-0.451902,-1.01573,-0.224846,-1.03063,-1.05596,-1.15242,-1.32533,-1.17543,-1.5605,-0.950237,-0.452784,-0.349801,-0.959988,-1.09439,-0.47857,1.65052,-0.411373,-0.631451,-0.649328,-0.947634,-0.487809,-1.44824,-1.35577,-1.14806,-1.26279,-0.72106,0.0107961,0.00103773,-0.751521,-1.16795,-0.508162,-0.758433,-1.36017,-1.32884,-1.0474,-0.815356,-1.1883,-0.152418,0.4768,0.414115,0.408136,0.67048,0.446346,-0.0453471,0.557051
0.515477,0.941765,1.03463,0.754591,0.278978,1.86938,1.79959,1.41885,1.53627,0.987865,0.697371,1.76692,1.02245,0.842779,0.445419,0.826392,0.986736,1.34065,1.27135,0.70162,1.12676,0.488014,0.106233,0.205367,-0.372956,-0.666194,-0.28577,-1.38952,-1.43502,-1.31252,-1.84452,-2.41839,-1.94813,-1.15751,-1.95625,-1.36734,-1.59068,-0.286001,-0.0551124,-0.426743,-0.595532,0.174035,1.01729,1.02462,0.324209,-0.36358,-0.541099,1.11502,1.17394,-0.0553937,0.403538,0.329374,0.788311,0.794192,0.172872,-0.122851,-0.0635583,0.16937,-1.18744,-0.108691,-1.45777,-0.870106,-0.847876,-0.617063,-0.455793,-0.379158,-0.986476,-0.801739,-0.465821,-0.983032,-0.941501,0.408959,-0.513898,0.0623508,-0.0525066
